# nhpx, l , b
2861, 175.8041, -48.6951
2862, 175.7806, -48.7107
2863, 175.7823, -48.6963
2864, 175.8493, -48.6782
2865, 175.8510, -48.6639
2866, 175.8275, -48.6795
2867, 175.8292, -48.6651
2868, 175.8527, -48.6495
2869, 175.8543, -48.6351
2870, 175.8309, -48.6507
2871, 175.8326, -48.6364
2872, 175.8058, -48.6807
2873, 175.8075, -48.6663
2874, 175.7841, -48.6819
2875, 175.7858, -48.6676
2876, 175.8092, -48.6520
2877, 175.8109, -48.6376
2878, 175.7875, -48.6532
2879, 175.7892, -48.6388
2880, 175.9429, -48.6158
2881, 175.9446, -48.6014
2882, 175.9212, -48.6171
2883, 175.9228, -48.6027
2884, 175.9462, -48.5871
2885, 175.9479, -48.5727
2886, 175.9245, -48.5883
2887, 175.9262, -48.5740
2888, 175.8995, -48.6183
2889, 175.9011, -48.6039
2890, 175.8777, -48.6195
2891, 175.8794, -48.6052
2892, 175.9028, -48.5896
2893, 175.9045, -48.5752
2894, 175.8811, -48.5908
2895, 175.8828, -48.5764
2896, 175.9495, -48.5583
2897, 175.9512, -48.5440
2898, 175.9278, -48.5596
2899, 175.9295, -48.5452
2900, 175.9528, -48.5296
2901, 175.9545, -48.5152
2902, 175.9311, -48.5308
2903, 175.9328, -48.5165
2904, 175.9061, -48.5608
2905, 175.9078, -48.5465
2906, 175.8844, -48.5621
2907, 175.8861, -48.5477
2908, 175.9095, -48.5321
2909, 175.9111, -48.5177
2910, 175.8878, -48.5333
2911, 175.8895, -48.5190
2912, 175.8560, -48.6208
2913, 175.8577, -48.6064
2914, 175.8343, -48.6220
2915, 175.8360, -48.6076
2916, 175.8594, -48.5920
2917, 175.8611, -48.5777
2918, 175.8377, -48.5933
2919, 175.8394, -48.5789
2920, 175.8126, -48.6232
2921, 175.8143, -48.6089
2922, 175.7909, -48.6245
2923, 175.7926, -48.6101
2924, 175.8160, -48.5945
2925, 175.8177, -48.5801
2926, 175.7943, -48.5957
2927, 175.7960, -48.5814
2928, 175.8627, -48.5633
2929, 175.8644, -48.5489
2930, 175.8411, -48.5645
2931, 175.8427, -48.5502
2932, 175.8661, -48.5346
2933, 175.8678, -48.5202
2934, 175.8444, -48.5358
2935, 175.8461, -48.5214
2936, 175.8194, -48.5658
2937, 175.8210, -48.5514
2938, 175.7977, -48.5670
2939, 175.7994, -48.5526
2940, 175.8227, -48.5370
2941, 175.8244, -48.5227
2942, 175.8010, -48.5383
2943, 175.8027, -48.5239
2944, 175.7555, -48.7406
2945, 175.7572, -48.7262
2946, 175.7337, -48.7418
2947, 175.7354, -48.7275
2948, 175.7589, -48.7119
2949, 175.7606, -48.6975
2950, 175.7371, -48.7131
2951, 175.7388, -48.6987
2952, 175.7119, -48.7430
2953, 175.7136, -48.7287
2954, 175.6901, -48.7442
2955, 175.6919, -48.7299
2956, 175.7154, -48.7143
2957, 175.7171, -48.6999
2958, 175.6936, -48.7155
2959, 175.6953, -48.7011
2960, 175.7623, -48.6832
2961, 175.7640, -48.6688
2962, 175.7406, -48.6844
2963, 175.7423, -48.6700
2964, 175.7657, -48.6544
2965, 175.7674, -48.6401
2966, 175.7440, -48.6556
2967, 175.7457, -48.6413
2968, 175.7188, -48.6856
2969, 175.7205, -48.6712
2970, 175.6971, -48.6868
2971, 175.6988, -48.6724
2972, 175.7223, -48.6568
2973, 175.7240, -48.6425
2974, 175.7005, -48.6581
2975, 175.7022, -48.6437
2976, 175.6683, -48.7454
2977, 175.6701, -48.7311
2978, 175.6466, -48.7466
2979, 175.6483, -48.7323
2980, 175.6718, -48.7167
2981, 175.6736, -48.7023
2982, 175.6501, -48.7179
2983, 175.6518, -48.7035
2984, 175.6248, -48.7478
2985, 175.6265, -48.7335
2986, 175.6030, -48.7490
2987, 175.6048, -48.7347
2988, 175.6283, -48.7191
2989, 175.6300, -48.7047
2990, 175.6065, -48.7203
2991, 175.6083, -48.7059
2992, 175.6753, -48.6880
2993, 175.6770, -48.6736
2994, 175.6535, -48.6892
2995, 175.6553, -48.6748
2996, 175.6788, -48.6593
2997, 175.6805, -48.6449
2998, 175.6570, -48.6605
2999, 175.6588, -48.6461
3000, 175.6318, -48.6904
3001, 175.6335, -48.6760
3002, 175.6100, -48.6916
3003, 175.6118, -48.6772
3004, 175.6353, -48.6616
3005, 175.6370, -48.6473
3006, 175.6135, -48.6628
3007, 175.6153, -48.6485
3008, 175.7691, -48.6257
3009, 175.7708, -48.6113
3010, 175.7474, -48.6269
3011, 175.7491, -48.6125
3012, 175.7726, -48.5970
3013, 175.7743, -48.5826
3014, 175.7508, -48.5982
3015, 175.7526, -48.5838
3016, 175.7257, -48.6281
3017, 175.7274, -48.6137
3018, 175.7040, -48.6293
3019, 175.7057, -48.6150
3020, 175.7291, -48.5994
3021, 175.7308, -48.5850
3022, 175.7074, -48.6006
3023, 175.7091, -48.5862
3024, 175.7760, -48.5682
3025, 175.7777, -48.5539
3026, 175.7543, -48.5694
3027, 175.7560, -48.5551
3028, 175.7794, -48.5395
3029, 175.7811, -48.5251
3030, 175.7577, -48.5407
3031, 175.7594, -48.5263
3032, 175.7326, -48.5707
3033, 175.7343, -48.5563
3034, 175.7109, -48.5719
3035, 175.7126, -48.5575
3036, 175.7360, -48.5419
3037, 175.7377, -48.5276
3038, 175.7143, -48.5431
3039, 175.7160, -48.5288
3040, 175.6822, -48.6305
3041, 175.6840, -48.6162
3042, 175.6605, -48.6317
3043, 175.6622, -48.6174
3044, 175.6857, -48.6018
3045, 175.6874, -48.5874
3046, 175.6640, -48.6030
3047, 175.6657, -48.5886
3048, 175.6388, -48.6329
3049, 175.6405, -48.6186
3050, 175.6170, -48.6341
3051, 175.6188, -48.6197
3052, 175.6423, -48.6042
3053, 175.6440, -48.5898
3054, 175.6205, -48.6054
3055, 175.6223, -48.5910
3056, 175.6892, -48.5731
3057, 175.6909, -48.5587
3058, 175.6675, -48.5743
3059, 175.6692, -48.5599
3060, 175.6926, -48.5443
3061, 175.6943, -48.5300
3062, 175.6709, -48.5455
3063, 175.6726, -48.5312
3064, 175.6457, -48.5755
3065, 175.6475, -48.5611
3066, 175.6240, -48.5767
3067, 175.6258, -48.5623
3068, 175.6492, -48.5467
3069, 175.6510, -48.5324
3070, 175.6275, -48.5479
3071, 175.6293, -48.5336
3072, 176.3026, -48.4803
3073, 176.3042, -48.4659
3074, 176.2810, -48.4816
3075, 176.2825, -48.4672
3076, 176.3057, -48.4515
3077, 176.3073, -48.4371
3078, 176.2841, -48.4528
3079, 176.2856, -48.4385
3080, 176.2593, -48.4829
3081, 176.2609, -48.4685
3082, 176.2377, -48.4842
3083, 176.2392, -48.4698
3084, 176.2625, -48.4542
3085, 176.2640, -48.4398
3086, 176.2408, -48.4555
3087, 176.2424, -48.4411
3088, 176.3088, -48.4228
3089, 176.3104, -48.4084
3090, 176.2872, -48.4241
3091, 176.2887, -48.4097
3092, 176.3119, -48.3940
3093, 176.3135, -48.3797
3094, 176.2903, -48.3953
3095, 176.2918, -48.3810
3096, 176.2656, -48.4254
3097, 176.2671, -48.4110
3098, 176.2439, -48.4267
3099, 176.2455, -48.4123
3100, 176.2687, -48.3967
3101, 176.2702, -48.3823
3102, 176.2471, -48.3980
3103, 176.2486, -48.3836
3104, 176.2160, -48.4855
3105, 176.2176, -48.4711
3106, 176.1944, -48.4868
3107, 176.1960, -48.4724
3108, 176.2192, -48.4568
3109, 176.2207, -48.4424
3110, 176.1975, -48.4581
3111, 176.1991, -48.4437
3112, 176.1727, -48.4881
3113, 176.1743, -48.4737
3114, 176.1511, -48.4894
3115, 176.1527, -48.4750
3116, 176.1759, -48.4594
3117, 176.1775, -48.4450
3118, 176.1542, -48.4607
3119, 176.1558, -48.4463
3120, 176.2223, -48.4280
3121, 176.2239, -48.4137
3122, 176.2007, -48.4293
3123, 176.2023, -48.4150
3124, 176.2255, -48.3993
3125, 176.2270, -48.3849
3126, 176.2038, -48.4006
3127, 176.2054, -48.3862
3128, 176.1791, -48.4306
3129, 176.1806, -48.4163
3130, 176.1574, -48.4319
3131, 176.1590, -48.4175
3132, 176.1822, -48.4019
3133, 176.1838, -48.3875
3134, 176.1606, -48.4032
3135, 176.1622, -48.3888
3136, 176.3150, -48.3653
3137, 176.3165, -48.3509
3138, 176.2934, -48.3666
3139, 176.2949, -48.3522
3140, 176.3181, -48.3365
3141, 176.3196, -48.3222
3142, 176.2965, -48.3379
3143, 176.2980, -48.3235
3144, 176.2718, -48.3679
3145, 176.2733, -48.3535
3146, 176.2502, -48.3692
3147, 176.2518, -48.3549
3148, 176.2749, -48.3392
3149, 176.2765, -48.3248
3150, 176.2533, -48.3405
3151, 176.2549, -48.3261
3152, 176.3212, -48.3078
3153, 176.3227, -48.2934
3154, 176.2996, -48.3091
3155, 176.3011, -48.2947
3156, 176.3242, -48.2790
3157, 176.3258, -48.2647
3158, 176.3027, -48.2804
3159, 176.3042, -48.2660
3160, 176.2780, -48.3104
3161, 176.2796, -48.2960
3162, 176.2564, -48.3117
3163, 176.2580, -48.2974
3164, 176.2811, -48.2817
3165, 176.2827, -48.2673
3166, 176.2595, -48.2830
3167, 176.2611, -48.2686
3168, 176.2286, -48.3705
3169, 176.2302, -48.3562
3170, 176.2070, -48.3718
3171, 176.2086, -48.3575
3172, 176.2317, -48.3418
3173, 176.2333, -48.3274
3174, 176.2101, -48.3431
3175, 176.2117, -48.3287
3176, 176.1854, -48.3731
3177, 176.1870, -48.3588
3178, 176.1638, -48.3744
3179, 176.1654, -48.3601
3180, 176.1885, -48.3444
3181, 176.1901, -48.3300
3182, 176.1669, -48.3457
3183, 176.1685, -48.3313
3184, 176.2349, -48.3130
3185, 176.2364, -48.2987
3186, 176.2133, -48.3143
3187, 176.2148, -48.3000
3188, 176.2380, -48.2843
3189, 176.2395, -48.2699
3190, 176.2164, -48.2856
3191, 176.2180, -48.2712
3192, 176.1917, -48.3156
3193, 176.1933, -48.3013
3194, 176.1701, -48.3169
3195, 176.1717, -48.3026
3196, 176.1948, -48.2869
3197, 176.1964, -48.2725
3198, 176.1733, -48.2882
3199, 176.1748, -48.2738
3200, 176.1294, -48.4907
3201, 176.1310, -48.4763
3202, 176.1078, -48.4920
3203, 176.1094, -48.4776
3204, 176.1326, -48.4620
3205, 176.1342, -48.4476
3206, 176.1110, -48.4632
3207, 176.1126, -48.4489
3208, 176.0861, -48.4933
3209, 176.0877, -48.4789
3210, 176.0644, -48.4945
3211, 176.0661, -48.4802
3212, 176.0893, -48.4645
3213, 176.0909, -48.4501
3214, 176.0677, -48.4658
3215, 176.0693, -48.4514
3216, 176.1358, -48.4332
3217, 176.1374, -48.4188
3218, 176.1142, -48.4345
3219, 176.1158, -48.4201
3220, 176.1390, -48.4045
3221, 176.1406, -48.3901
3222, 176.1174, -48.4058
3223, 176.1190, -48.3914
3224, 176.0925, -48.4358
3225, 176.0941, -48.4214
3226, 176.0709, -48.4371
3227, 176.0725, -48.4227
3228, 176.0957, -48.4070
3229, 176.0973, -48.3927
3230, 176.0741, -48.4083
3231, 176.0757, -48.3939
3232, 176.0428, -48.4958
3233, 176.0444, -48.4814
3234, 176.0211, -48.4971
3235, 176.0227, -48.4827
3236, 176.0460, -48.4671
3237, 176.0476, -48.4527
3238, 176.0244, -48.4683
3239, 176.0260, -48.4540
3240, 175.9994, -48.4983
3241, 176.0011, -48.4840
3242, 175.9778, -48.4996
3243, 175.9794, -48.4852
3244, 176.0027, -48.4696
3245, 176.0044, -48.4552
3246, 175.9811, -48.4709
3247, 175.9827, -48.4565
3248, 176.0493, -48.4383
3249, 176.0509, -48.4240
3250, 176.0276, -48.4396
3251, 176.0292, -48.4252
3252, 176.0525, -48.4096
3253, 176.0541, -48.3952
3254, 176.0309, -48.4109
3255, 176.0325, -48.3965
3256, 176.0060, -48.4409
3257, 176.0076, -48.4265
3258, 175.9843, -48.4421
3259, 175.9860, -48.4278
3260, 176.0092, -48.4121
3261, 176.0109, -48.3978
3262, 175.9876, -48.4134
3263, 175.9893, -48.3990
3264, 176.1422, -48.3757
3265, 176.1438, -48.3614
3266, 176.1206, -48.3770
3267, 176.1222, -48.3626
3268, 176.1454, -48.3470
3269, 176.1469, -48.3326
3270, 176.1238, -48.3483
3271, 176.1254, -48.3339
3272, 176.0990, -48.3783
3273, 176.1006, -48.3639
3274, 176.0773, -48.3796
3275, 176.0790, -48.3652
3276, 176.1022, -48.3496
3277, 176.1038, -48.3352
3278, 176.0806, -48.3508
3279, 176.0822, -48.3365
3280, 176.1485, -48.3182
3281, 176.1501, -48.3039
3282, 176.1269, -48.3195
3283, 176.1285, -48.3052
3284, 176.1517, -48.2895
3285, 176.1533, -48.2751
3286, 176.1301, -48.2908
3287, 176.1317, -48.2764
3288, 176.1054, -48.3208
3289, 176.1070, -48.3064
3290, 176.0838, -48.3221
3291, 176.0854, -48.3077
3292, 176.1086, -48.2921
3293, 176.1102, -48.2777
3294, 176.0870, -48.2934
3295, 176.0886, -48.2790
3296, 176.0557, -48.3808
3297, 176.0573, -48.3665
3298, 176.0341, -48.3821
3299, 176.0357, -48.3677
3300, 176.0590, -48.3521
3301, 176.0606, -48.3377
3302, 176.0374, -48.3534
3303, 176.0390, -48.3390
3304, 176.0125, -48.3834
3305, 176.0141, -48.3690
3306, 175.9909, -48.3846
3307, 175.9925, -48.3703
3308, 176.0158, -48.3546
3309, 176.0174, -48.3403
3310, 175.9942, -48.3559
3311, 175.9958, -48.3415
3312, 176.0622, -48.3234
3313, 176.0638, -48.3090
3314, 176.0406, -48.3246
3315, 176.0422, -48.3103
3316, 176.0654, -48.2946
3317, 176.0670, -48.2803
3318, 176.0438, -48.2959
3319, 176.0454, -48.2815
3320, 176.0190, -48.3259
3321, 176.0206, -48.3115
3322, 175.9974, -48.3272
3323, 175.9991, -48.3128
3324, 176.0223, -48.2972
3325, 176.0239, -48.2828
3326, 176.0007, -48.2984
3327, 176.0023, -48.2841
3328, 176.3273, -48.2503
3329, 176.3288, -48.2359
3330, 176.3058, -48.2516
3331, 176.3073, -48.2372
3332, 176.3304, -48.2215
3333, 176.3319, -48.2072
3334, 176.3088, -48.2229
3335, 176.3104, -48.2085
3336, 176.2842, -48.2529
3337, 176.2857, -48.2386
3338, 176.2626, -48.2542
3339, 176.2642, -48.2399
3340, 176.2873, -48.2242
3341, 176.2888, -48.2098
3342, 176.2658, -48.2255
3343, 176.2673, -48.2111
3344, 176.3334, -48.1928
3345, 176.3350, -48.1784
3346, 176.3119, -48.1941
3347, 176.3134, -48.1797
3348, 176.3365, -48.1640
3349, 176.3380, -48.1497
3350, 176.3150, -48.1654
3351, 176.3165, -48.1510
3352, 176.2904, -48.1954
3353, 176.2919, -48.1811
3354, 176.2689, -48.1967
3355, 176.2704, -48.1824
3356, 176.2935, -48.1667
3357, 176.2950, -48.1523
3358, 176.2719, -48.1680
3359, 176.2735, -48.1536
3360, 176.2411, -48.2556
3361, 176.2427, -48.2412
3362, 176.2195, -48.2569
3363, 176.2211, -48.2425
3364, 176.2442, -48.2268
3365, 176.2458, -48.2124
3366, 176.2227, -48.2281
3367, 176.2242, -48.2137
3368, 176.1980, -48.2582
3369, 176.1996, -48.2438
3370, 176.1764, -48.2595
3371, 176.1780, -48.2451
3372, 176.2011, -48.2294
3373, 176.2027, -48.2150
3374, 176.1796, -48.2307
3375, 176.1812, -48.2163
3376, 176.2473, -48.1981
3377, 176.2489, -48.1837
3378, 176.2258, -48.1994
3379, 176.2274, -48.1850
3380, 176.2504, -48.1693
3381, 176.2520, -48.1549
3382, 176.2289, -48.1706
3383, 176.2305, -48.1563
3384, 176.2043, -48.2007
3385, 176.2058, -48.1863
3386, 176.1827, -48.2020
3387, 176.1843, -48.1876
3388, 176.2074, -48.1719
3389, 176.2090, -48.1576
3390, 176.1859, -48.1732
3391, 176.1874, -48.1589
3392, 176.3395, -48.1353
3393, 176.3411, -48.1209
3394, 176.3180, -48.1366
3395, 176.3196, -48.1222
3396, 176.3426, -48.1065
3397, 176.3441, -48.0922
3398, 176.3211, -48.1079
3399, 176.3226, -48.0935
3400, 176.2965, -48.1379
3401, 176.2981, -48.1236
3402, 176.2750, -48.1393
3403, 176.2766, -48.1249
3404, 176.2996, -48.1092
3405, 176.3012, -48.0948
3406, 176.2781, -48.1105
3407, 176.2797, -48.0961
3408, 176.3456, -48.0778
3409, 176.3472, -48.0634
3410, 176.3242, -48.0791
3411, 176.3257, -48.0647
3412, 176.3487, -48.0490
3413, 176.3502, -48.0347
3414, 176.3272, -48.0504
3415, 176.3288, -48.0360
3416, 176.3027, -48.0804
3417, 176.3042, -48.0661
3418, 176.2812, -48.0818
3419, 176.2828, -48.0674
3420, 176.3058, -48.0517
3421, 176.3073, -48.0373
3422, 176.2843, -48.0530
3423, 176.2858, -48.0386
3424, 176.2535, -48.1406
3425, 176.2551, -48.1262
3426, 176.2320, -48.1419
3427, 176.2336, -48.1275
3428, 176.2566, -48.1118
3429, 176.2582, -48.0974
3430, 176.2351, -48.1131
3431, 176.2367, -48.0988
3432, 176.2105, -48.1432
3433, 176.2121, -48.1288
3434, 176.1890, -48.1445
3435, 176.1906, -48.1301
3436, 176.2136, -48.1144
3437, 176.2152, -48.1001
3438, 176.1921, -48.1157
3439, 176.1937, -48.1014
3440, 176.2597, -48.0831
3441, 176.2613, -48.0687
3442, 176.2382, -48.0844
3443, 176.2398, -48.0700
3444, 176.2628, -48.0543
3445, 176.2644, -48.0400
3446, 176.2414, -48.0556
3447, 176.2429, -48.0413
3448, 176.2168, -48.0857
3449, 176.2183, -48.0713
3450, 176.1953, -48.0870
3451, 176.1968, -48.0726
3452, 176.2199, -48.0569
3453, 176.2214, -48.0426
3454, 176.1984, -48.0582
3455, 176.2000, -48.0439
3456, 176.1549, -48.2608
3457, 176.1565, -48.2464
3458, 176.1333, -48.2620
3459, 176.1349, -48.2477
3460, 176.1580, -48.2320
3461, 176.1596, -48.2176
3462, 176.1365, -48.2333
3463, 176.1381, -48.2189
3464, 176.1118, -48.2633
3465, 176.1133, -48.2490
3466, 176.0902, -48.2646
3467, 176.0918, -48.2502
3468, 176.1149, -48.2346
3469, 176.1165, -48.2202
3470, 176.0934, -48.2359
3471, 176.0950, -48.2215
3472, 176.1612, -48.2033
3473, 176.1628, -48.1889
3474, 176.1397, -48.2046
3475, 176.1412, -48.1902
3476, 176.1644, -48.1745
3477, 176.1659, -48.1601
3478, 176.1428, -48.1758
3479, 176.1444, -48.1614
3480, 176.1181, -48.2058
3481, 176.1197, -48.1915
3482, 176.0966, -48.2071
3483, 176.0982, -48.1928
3484, 176.1213, -48.1771
3485, 176.1229, -48.1627
3486, 176.0998, -48.1784
3487, 176.1014, -48.1640
3488, 176.0686, -48.2659
3489, 176.0702, -48.2515
3490, 176.0471, -48.2672
3491, 176.0487, -48.2528
3492, 176.0718, -48.2371
3493, 176.0734, -48.2228
3494, 176.0503, -48.2384
3495, 176.0519, -48.2240
3496, 176.0255, -48.2684
3497, 176.0271, -48.2541
3498, 176.0039, -48.2697
3499, 176.0056, -48.2553
3500, 176.0287, -48.2397
3501, 176.0304, -48.2253
3502, 176.0072, -48.2410
3503, 176.0088, -48.2266
3504, 176.0751, -48.2084
3505, 176.0767, -48.1940
3506, 176.0535, -48.2097
3507, 176.0551, -48.1953
3508, 176.0783, -48.1797
3509, 176.0799, -48.1653
3510, 176.0567, -48.1809
3511, 176.0583, -48.1666
3512, 176.0320, -48.2109
3513, 176.0336, -48.1966
3514, 176.0104, -48.2122
3515, 176.0121, -48.1978
3516, 176.0352, -48.1822
3517, 176.0368, -48.1678
3518, 176.0137, -48.1835
3519, 176.0153, -48.1691
3520, 176.1675, -48.1458
3521, 176.1691, -48.1314
3522, 176.1460, -48.1471
3523, 176.1476, -48.1327
3524, 176.1707, -48.1170
3525, 176.1722, -48.1027
3526, 176.1492, -48.1183
3527, 176.1507, -48.1040
3528, 176.1245, -48.1484
3529, 176.1261, -48.1340
3530, 176.1030, -48.1496
3531, 176.1046, -48.1353
3532, 176.1277, -48.1196
3533, 176.1292, -48.1052
3534, 176.1062, -48.1209
3535, 176.1077, -48.1065
3536, 176.1738, -48.0883
3537, 176.1754, -48.0739
3538, 176.1523, -48.0896
3539, 176.1539, -48.0752
3540, 176.1769, -48.0595
3541, 176.1785, -48.0452
3542, 176.1555, -48.0608
3543, 176.1570, -48.0465
3544, 176.1308, -48.0909
3545, 176.1324, -48.0765
3546, 176.1093, -48.0922
3547, 176.1109, -48.0778
3548, 176.1340, -48.0621
3549, 176.1356, -48.0478
3550, 176.1125, -48.0634
3551, 176.1141, -48.0490
3552, 176.0815, -48.1509
3553, 176.0831, -48.1366
3554, 176.0599, -48.1522
3555, 176.0615, -48.1378
3556, 176.0847, -48.1222
3557, 176.0863, -48.1078
3558, 176.0632, -48.1235
3559, 176.0648, -48.1091
3560, 176.0384, -48.1535
3561, 176.0400, -48.1391
3562, 176.0169, -48.1547
3563, 176.0185, -48.1404
3564, 176.0416, -48.1247
3565, 176.0433, -48.1104
3566, 176.0201, -48.1260
3567, 176.0218, -48.1116
3568, 176.0878, -48.0934
3569, 176.0894, -48.0791
3570, 176.0664, -48.0947
3571, 176.0680, -48.0803
3572, 176.0910, -48.0647
3573, 176.0926, -48.0503
3574, 176.0696, -48.0660
3575, 176.0712, -48.0516
3576, 176.0449, -48.0960
3577, 176.0465, -48.0816
3578, 176.0234, -48.0973
3579, 176.0250, -48.0829
3580, 176.0481, -48.0672
3581, 176.0497, -48.0529
3582, 176.0266, -48.0685
3583, 176.0282, -48.0541
3584, 175.9561, -48.5009
3585, 175.9578, -48.4865
3586, 175.9345, -48.5021
3587, 175.9361, -48.4877
3588, 175.9594, -48.4721
3589, 175.9611, -48.4578
3590, 175.9378, -48.4734
3591, 175.9394, -48.4590
3592, 175.9128, -48.5034
3593, 175.9144, -48.4890
3594, 175.8911, -48.5046
3595, 175.8928, -48.4902
3596, 175.9161, -48.4746
3597, 175.9178, -48.4603
3598, 175.8945, -48.4759
3599, 175.8961, -48.4615
3600, 175.9627, -48.4434
3601, 175.9644, -48.4290
3602, 175.9411, -48.4446
3603, 175.9427, -48.4303
3604, 175.9660, -48.4146
3605, 175.9676, -48.4003
3606, 175.9444, -48.4159
3607, 175.9460, -48.4015
3608, 175.9194, -48.4459
3609, 175.9211, -48.4315
3610, 175.8978, -48.4471
3611, 175.8994, -48.4328
3612, 175.9227, -48.4171
3613, 175.9244, -48.4028
3614, 175.9011, -48.4184
3615, 175.9028, -48.4040
3616, 175.8694, -48.5058
3617, 175.8711, -48.4915
3618, 175.8478, -48.5071
3619, 175.8495, -48.4927
3620, 175.8728, -48.4771
3621, 175.8745, -48.4627
3622, 175.8511, -48.4783
3623, 175.8528, -48.4640
3624, 175.8261, -48.5083
3625, 175.8278, -48.4939
3626, 175.8044, -48.5095
3627, 175.8061, -48.4952
3628, 175.8295, -48.4796
3629, 175.8312, -48.4652
3630, 175.8078, -48.4808
3631, 175.8095, -48.4664
3632, 175.8761, -48.4484
3633, 175.8778, -48.4340
3634, 175.8545, -48.4496
3635, 175.8562, -48.4352
3636, 175.8795, -48.4196
3637, 175.8811, -48.4053
3638, 175.8578, -48.4209
3639, 175.8595, -48.4065
3640, 175.8328, -48.4508
3641, 175.8345, -48.4365
3642, 175.8112, -48.4521
3643, 175.8129, -48.4377
3644, 175.8362, -48.4221
3645, 175.8379, -48.4077
3646, 175.8146, -48.4233
3647, 175.8163, -48.4090
3648, 175.9693, -48.3859
3649, 175.9709, -48.3715
3650, 175.9477, -48.3872
3651, 175.9493, -48.3728
3652, 175.9726, -48.3572
3653, 175.9742, -48.3428
3654, 175.9510, -48.3584
3655, 175.9526, -48.3441
3656, 175.9260, -48.3884
3657, 175.9277, -48.3740
3658, 175.9044, -48.3897
3659, 175.9061, -48.3753
3660, 175.9293, -48.3597
3661, 175.9310, -48.3453
3662, 175.9077, -48.3609
3663, 175.9094, -48.3466
3664, 175.9758, -48.3284
3665, 175.9775, -48.3141
3666, 175.9542, -48.3297
3667, 175.9559, -48.3153
3668, 175.9791, -48.2997
3669, 175.9807, -48.2853
3670, 175.9575, -48.3009
3671, 175.9592, -48.2866
3672, 175.9326, -48.3309
3673, 175.9343, -48.3166
3674, 175.9111, -48.3322
3675, 175.9127, -48.3178
3676, 175.9359, -48.3022
3677, 175.9376, -48.2878
3678, 175.9144, -48.3034
3679, 175.9160, -48.2891
3680, 175.8828, -48.3909
3681, 175.8845, -48.3765
3682, 175.8612, -48.3921
3683, 175.8629, -48.3778
3684, 175.8861, -48.3622
3685, 175.8878, -48.3478
3686, 175.8645, -48.3634
3687, 175.8662, -48.3490
3688, 175.8396, -48.3934
3689, 175.8412, -48.3790
3690, 175.8179, -48.3946
3691, 175.8196, -48.3802
3692, 175.8429, -48.3646
3693, 175.8446, -48.3503
3694, 175.8213, -48.3659
3695, 175.8230, -48.3515
3696, 175.8895, -48.3334
3697, 175.8911, -48.3191
3698, 175.8679, -48.3347
3699, 175.8695, -48.3203
3700, 175.8928, -48.3047
3701, 175.8944, -48.2903
3702, 175.8712, -48.3059
3703, 175.8729, -48.2916
3704, 175.8463, -48.3359
3705, 175.8479, -48.3215
3706, 175.8247, -48.3371
3707, 175.8263, -48.3228
3708, 175.8496, -48.3072
3709, 175.8513, -48.2928
3710, 175.8280, -48.3084
3711, 175.8297, -48.2940
3712, 175.7828, -48.5108
3713, 175.7845, -48.4964
3714, 175.7611, -48.5120
3715, 175.7628, -48.4976
3716, 175.7862, -48.4820
3717, 175.7879, -48.4677
3718, 175.7645, -48.4832
3719, 175.7662, -48.4689
3720, 175.7394, -48.5132
3721, 175.7411, -48.4988
3722, 175.7177, -48.5144
3723, 175.7195, -48.5000
3724, 175.7428, -48.4845
3725, 175.7445, -48.4701
3726, 175.7212, -48.4857
3727, 175.7229, -48.4713
3728, 175.7895, -48.4533
